Type               ,Version            ,S/N                ,Region             ,BLE Ver            ,BLE Mac            ,
IQ 243648V         ,P3.4               ,PI504657           ,US                 ,                   ,00:00:00:00:00:00  ,
Bat cap,Temp   ,Profile,Del chg,Cond ch,I float,V float,I equal,Time eq,Del eql,Period ,Length ,Section,T elect,
    700,     50,OPP    ,      0,      0,    5.0,  2.250,   39.0,      4,      0,     64,    3.1,     95,      0,
Charge ,Part ch,Full ch,Equal  ,DF1    ,DF2    ,DF3    ,TH     ,DF7    ,DF4    ,DF5    ,DFC    ,TH Mod ,
   5009,  59099, -54090,   6807,    101,      0,     18,      0,    270,    467,  20598,   1345,   1536,
Nr     ,S/N                ,Capacit,U batt ,Temp   ,Techno ,Profile,% init ,U start,U end  ,I end  ,Temp en,Chg Tim,Ah     ,kWh    ,Chg end,Default,SoC                ,DBa                ,CFC    ,Bat Dis,
    258,                   ,       ,     36,     50,       ,EQUAL  ,     99,   2.22,   2.61,     21,     50,    278,    170,   8.04,Part ch,       ,01/02/2022 17:07:16,01/02/2022 21:45:16,      0,NO     ,
    257,                   ,    875,     36,     50,       ,OPP    ,     50,   2.05,   2.29,    155,     50,     17,     40,   1.66,Part ch,       ,01/03/2022 05:31:16,01/03/2022 05:47:16,      0,NO     ,
    256,                   ,    875,     36,     50,       ,OPP    ,     46,   2.04,   2.30,    154,     50,     33,     81,   3.39,Part ch,       ,01/03/2022 08:00:16,01/03/2022 08:32:16,      0,NO     ,
    255,                   ,    875,     36,     50,       ,OPP    ,     45,   2.03,   2.31,    154,     50,     45,    113,   4.70,Part ch,       ,01/03/2022 09:53:16,01/03/2022 10:38:16,      0,YES    ,
    254,                   ,    875,     36,     50,       ,OPP    ,     43,   2.03,   2.46,     44,     50,    230,    507,  21.89,Full ch,       ,01/03/2022 13:34:16,01/04/2022 05:25:16,      0,NO     ,
    253,                   ,    875,     36,     50,       ,OPP    ,     66,   2.08,   2.43,    154,     50,     56,    141,   6.07,Part ch,       ,01/04/2022 09:48:16,01/04/2022 10:44:16,      0,NO     ,
    252,                   ,    875,     36,     50,       ,OPP    ,     55,   2.06,   2.47,     44,     50,    151,    323,  14.06,Full ch,       ,01/04/2022 14:37:16,01/05/2022 20:08:16,      0,NO     ,
    251,                   ,    875,     36,     50,       ,OPP    ,     50,   2.05,   2.40,    153,     50,     55,    139,   5.98,Part ch,       ,01/06/2022 04:50:16,01/06/2022 05:45:16,      0,NO     ,
    250,                   ,    875,     36,     50,       ,OPP    ,     48,   2.04,   2.37,    154,     50,     53,    132,   5.65,Part ch,       ,01/06/2022 06:37:16,01/06/2022 07:30:16,      0,YES    ,
    249,                   ,    875,     36,     50,       ,OPP    ,     62,   2.07,   2.40,    153,     50,     42,    103,   4.42,Part ch,       ,01/06/2022 07:46:16,01/06/2022 08:27:16,      0,NO     ,
    248,                   ,    875,     36,     50,       ,OPP    ,     62,   2.07,   2.42,    153,     50,     46,    114,   4.95,Part ch,       ,01/06/2022 09:52:16,01/06/2022 10:38:16,      0,NO     ,
    247,RTK00077421        ,    875,     36,     50,OPP    ,OPP    ,     30,   2.01,   2.41,    153,     50,     72,    178,   7.64,Part ch,       ,01/06/2022 10:42:16,01/06/2022 11:53:16,      0,YES    ,
    246,                   ,    875,     36,     50,       ,OPP    ,     50,   2.05,   2.47,     44,     50,    149,    309,  13.51,Full ch,       ,01/06/2022 13:45:16,01/06/2022 22:00:16,      0,NO     ,
    245,                   ,    875,     36,     50,       ,OPP    ,     56,   2.06,   2.36,    149,     50,     42,    104,   4.45,Part ch,       ,01/07/2022 05:05:16,01/07/2022 05:46:16,      0,NO     ,
    244,RTK00077421        ,    875,     36,     50,OPP    ,OPP    ,     24,   1.99,   2.33,    149,     50,     61,    151,   6.36,Part ch,       ,01/07/2022 08:42:16,01/07/2022 09:44:16,      0,YES    ,
    243,                   ,    875,     36,     50,       ,OPP    ,     50,   2.04,   2.34,    154,     50,     48,    120,   5.06,Part ch,       ,01/07/2022 09:50:16,01/07/2022 10:38:16,      0,NO     ,
    242,                   ,    875,     36,     50,       ,OPP    ,     41,   2.03,   2.47,     43,     50,    206,    437,  18.89,Full ch,       ,01/07/2022 13:43:16,01/07/2022 20:55:16,      0,NO     ,
    241,                   ,    875,     36,     50,       ,OPP    ,     49,   2.04,   2.34,    153,     50,     58,    146,   6.11,Part ch,       ,01/08/2022 05:03:16,01/08/2022 06:00:16,      0,NO     ,
    240,                   ,    875,     36,     50,       ,OPP    ,     55,   2.06,   2.32,    150,     50,     33,     82,   3.47,Part ch,       ,01/08/2022 07:51:16,01/08/2022 08:24:16,      0,NO     ,
    239,                   ,    875,     36,     50,       ,OPP    ,     53,   2.06,   2.36,    154,     50,     51,    129,   5.44,Part ch,       ,01/08/2022 09:48:16,01/08/2022 10:39:16,      0,NO     ,
    238,                   ,    875,     36,     50,       ,OPP    ,     69,   2.09,   2.47,     44,     50,    133,    255,  11.21,Full ch,       ,01/08/2022 13:40:16,01/08/2022 19:55:16,      0,NO     ,
    237,                   ,    875,     36,     50,       ,OPP    ,     57,   2.07,   2.47,    132,     50,     84,    208,   9.02,Part ch,       ,01/09/2022 04:50:16,01/09/2022 06:13:16,      0,NO     ,
    236,                   ,    875,     36,     50,       ,OPP    ,     88,   2.12,   2.47,     50,     50,     57,     94,   4.20,Part ch,       ,01/09/2022 07:45:16,01/09/2022 08:41:16,      0,NO     ,
    235,                   ,    875,     36,     50,       ,OPP    ,     75,   2.10,   2.47,     43,     50,     76,    126,   5.58,Full ch,       ,01/09/2022 13:46:16,01/09/2022 15:05:16,      0,NO     ,
    234,                   ,       ,     36,     50,       ,EQUAL  ,     99,   2.21,   2.62,     21,     50,    374,    205,   9.68,Part ch,       ,01/09/2022 15:05:16,01/09/2022 21:19:16,      0,NO     ,
    233,                   ,    875,     36,     50,       ,OPP    ,     81,   2.11,   2.47,     44,     50,     68,    130,   5.78,Full ch,       ,01/10/2022 04:48:16,01/10/2022 06:09:16,      0,NO     ,
    232,                   ,    875,     36,     50,       ,OPP    ,     81,   2.11,   2.48,    153,     50,     26,     61,   2.69,Part ch,       ,01/10/2022 07:54:16,01/10/2022 08:20:16,      0,NO     ,
    231,                   ,    875,     36,     50,       ,OPP    ,     76,   2.10,   2.46,    113,     50,     48,    117,   5.12,Part ch,       ,01/10/2022 09:50:16,01/10/2022 10:38:16,      0,YES    ,
    230,                   ,    875,     36,     50,       ,OPP    ,     67,   2.08,   2.47,     43,     50,    116,    229,  10.04,Full ch,       ,01/10/2022 13:48:16,01/10/2022 20:48:16,      0,NO     ,
    229,                   ,    875,     36,     50,       ,OPP    ,     93,   2.13,   2.47,     48,     50,      7,      7,   0.32,Full ch,       ,01/11/2022 01:01:16,01/11/2022 05:33:16,      0,NO     ,
    228,                   ,    875,     36,     50,       ,OPP    ,     52,   2.06,   2.47,     44,     50,    138,    293,  12.81,Full ch,       ,01/11/2022 09:55:16,01/12/2022 19:17:16,      0,NO     ,
    227,                   ,    875,     36,     50,       ,OPP    ,     46,   2.04,   2.36,    152,     50,     63,    158,   6.73,Part ch,       ,01/13/2022 04:49:16,01/13/2022 05:52:16,      0,NO     ,
    226,                   ,    875,     36,     50,       ,OPP    ,     58,   2.07,   2.34,    153,     50,     29,     72,   3.06,Part ch,       ,01/13/2022 07:55:16,01/13/2022 08:24:16,      0,NO     ,
    225,                   ,    875,     36,     50,       ,OPP    ,     54,   2.06,   2.36,    153,     50,     45,    112,   4.74,Part ch,       ,01/13/2022 09:51:16,01/13/2022 10:36:16,      0,NO     ,
    224,                   ,    875,     36,     50,       ,OPP    ,     44,   2.03,   2.47,     44,     50,    205,    440,  19.05,Full ch,       ,01/13/2022 13:48:16,01/13/2022 21:16:16,      0,NO     ,
    223,                   ,    875,     36,     50,       ,OPP    ,     76,   2.10,   2.49,     70,     50,     68,    151,   6.65,Part ch,       ,01/14/2022 04:45:16,01/14/2022 05:52:16,      0,NO     ,
    222,                   ,    875,     36,     50,       ,OPP    ,     73,   2.10,   2.46,     58,     50,     67,    138,   6.07,Part ch,       ,01/14/2022 07:39:16,01/14/2022 08:45:16,      0,NO     ,
    221,                   ,    875,     36,     50,       ,OPP    ,     90,   2.13,   2.47,     48,     50,     41,     59,   2.63,Part ch,       ,01/14/2022 09:55:16,01/14/2022 10:36:16,      0,NO     ,
