Type               ,Version            ,S/N                ,Region             ,BLE Ver            ,BLE Mac            ,
IQ36V218A          ,P3.4               ,PI504656           ,US                 ,                   ,00:00:00:00:00:00  ,
Bat cap,Temp   ,Profile,Del chg,Cond ch,I float,V float,I equal,Time eq,Del eql,Period ,Length ,Section,T elect,
    875,     50,OPP    ,      0,      0,    5.0,  2.250,   44.0,      4,      0,     64,    3.1,     95,      0,
Charge ,Part ch,Full ch,Equal  ,DF1    ,DF2    ,DF3    ,TH     ,DF7    ,DF4    ,DF5    ,DFC    ,TH Mod ,
   5346,  59675, -54329,   6752,     71,      1,     23,    575,    280,    935,  20617,    471,   9982,
Nr     ,S/N                ,Capacit,U batt ,Temp   ,Techno ,Profile,% init ,U start,U end  ,I end  ,Temp en,Chg Tim,Ah     ,kWh    ,Chg end,Default,SoC                ,DBa                ,CFC    ,Bat Dis,
    205,                   ,    300,     24,     50,       ,OPP    ,     46,   2.04,   2.40,     75,     50,     20,     23,   0.66,Part ch,       ,05/04/2021 18:47:16,05/04/2021 19:06:16,      0,NO     ,
    204,                   ,    300,     24,     50,       ,OPP    ,      6,   1.96,   3.83,      0,     50,    131,    160,   4.47,Full ch,       ,05/04/2021 19:19:16,05/04/2021 21:29:16,  16384,NO     ,
    203,                   ,    300,     24,     50,       ,OPP    ,     50,   2.04,   2.51,      0,     50,     35,     40,   1.17,Full ch,       ,05/04/2021 22:35:16,05/04/2021 23:09:16,  16384,NO     ,
    202,                   ,    300,     24,     50,       ,OPP    ,     25,   2.00,   2.47,     61,     50,     29,     32,   0.95,Full ch,       ,05/05/2021 02:38:16,05/05/2021 03:05:16,      0,NO     ,
    201,                   ,    300,     24,     50,       ,OPP    ,     50,   2.04,   2.47,     15,     50,     46,     20,   0.61,Full ch,       ,05/05/2021 05:03:16,05/05/2021 05:55:16,      0,NO     ,
    200,                   ,    300,     24,     50,       ,OPP    ,     33,   2.01,   2.46,     60,     50,     21,     24,   0.71,Part ch,       ,05/05/2021 06:11:16,05/05/2021 06:31:16,      0,YES    ,
    199,                   ,    300,     24,     50,       ,OPP    ,     24,   1.99,   2.25,      0,     50,     12,     11,   0.31,Full ch,       ,05/05/2021 07:37:16,05/05/2021 07:48:16,  16384,NO     ,
    198,                   ,    300,     24,     50,       ,OPP    ,     27,   2.00,   2.42,     75,     50,     12,     13,   0.39,Part ch,       ,05/05/2021 09:00:16,05/05/2021 09:12:16,      0,YES    ,
    197,                   ,    300,     24,     50,       ,OPP    ,     28,   2.00,   2.30,     75,     50,     47,     57,   1.57,Part ch,       ,05/05/2021 16:46:16,05/05/2021 17:33:16,      0,NO     ,
    196,                   ,    300,     24,     50,       ,OPP    ,     40,   2.02,   2.29,     75,     50,     27,     32,   0.88,Part ch,       ,05/05/2021 18:06:16,05/05/2021 18:33:16,      0,NO     ,
    195,                   ,    300,     24,     50,       ,OPP    ,      5,   1.94,   2.21,      0,     50,     37,     42,   1.16,Full ch,       ,05/05/2021 19:00:16,05/05/2021 19:36:16,  16384,NO     ,
    194,                   ,    300,     24,     50,       ,OPP    ,      5,   1.93,   2.30,      0,     50,     41,     48,   1.30,Full ch,       ,05/05/2021 23:00:16,05/05/2021 23:40:16,  16384,NO     ,
    193,                   ,    300,     24,     50,       ,OPP    ,     18,   1.98,   2.72,      0,     50,     51,     60,   1.67,Full ch,       ,05/05/2021 23:59:16,05/06/2021 00:49:16,  16384,NO     ,
    192,                   ,    300,     24,     50,       ,OPP    ,     50,   2.05,   2.47,     16,     50,     38,     19,   0.59,Full ch,       ,05/06/2021 02:34:16,05/06/2021 03:11:16,      0,NO     ,
    191,                   ,    300,     24,     50,       ,OPP    ,     50,   2.05,   2.47,     44,     50,     38,     43,   1.24,Full ch,       ,05/06/2021 05:45:16,05/06/2021 06:22:16,      0,NO     ,
    190,                   ,    300,     24,     50,       ,OPP    ,     14,   1.98,   3.15,      0,     50,      4,      2,   0.05,Full ch,       ,05/06/2021 09:24:16,05/06/2021 09:27:16,  16384,NO     ,
    189,                   ,    300,     24,     50,       ,OPP    ,     13,   1.97,   2.24,     75,     50,     22,     26,   0.71,Part ch,       ,05/06/2021 13:16:16,05/06/2021 13:38:16,      0,NO     ,
    188,                   ,    300,     24,     50,       ,OPP    ,     42,   2.03,   2.48,     68,     50,      8,      7,   0.21,Full ch,       ,05/06/2021 13:52:16,05/06/2021 13:58:16,      0,NO     ,
    187,                   ,    300,     24,     50,       ,OPP    ,     23,   1.99,   2.22,     75,     50,      7,      7,   0.19,Part ch,       ,05/06/2021 14:01:16,05/06/2021 14:07:16,      0,NO     ,
    186,                   ,    300,     24,     50,       ,OPP    ,     14,   1.97,   2.26,     75,     50,     45,     55,   1.50,Part ch,       ,05/06/2021 14:30:16,05/06/2021 15:16:16,      0,NO     ,
    185,                   ,    300,     24,     50,       ,OPP    ,     41,   2.03,   2.27,     75,     50,     17,     19,   0.53,Part ch,       ,05/06/2021 15:27:16,05/06/2021 15:44:16,      0,NO     ,
    184,RTC00002373        ,    540,     24,     75,OPP    ,OPP    ,      5,   1.94,   2.41,     28,     82,    285,    314,   8.76,Full ch,       ,05/07/2021 00:33:16,05/07/2021 05:27:16,      0,NO     ,
    183,                   ,    300,     24,     50,       ,OPP    ,      7,   1.96,   2.17,      0,     50,      4,      2,   0.05,Full ch,       ,05/07/2021 05:39:16,05/07/2021 05:42:16,  16384,NO     ,
    182,                   ,    300,     24,     50,       ,OPP    ,     69,   2.09,   2.41,     75,     50,     22,     26,   0.74,Part ch,       ,05/07/2021 05:56:16,05/07/2021 06:18:16,      0,YES    ,
