Type               ,Version            ,S/N                ,Region             ,BLE Ver            ,BLE Mac            ,
IQ36V240A          ,P3.4               ,RA518167           ,US                 ,                   ,00:00:00:00:00:00  ,
Bat cap,Temp   ,Profile,Del chg,Cond ch,I float,V float,I equal,Time eq,Del eql,Period ,Length ,Section,T elect,
    875,     50,OPP    ,      0,      0,    5.0,  2.250,   39.0,      4,      0,     64,    3.7,     95,      0,
Charge ,Part ch,Full ch,Equal  ,DF1    ,DF2    ,DF3    ,TH     ,DF7    ,DF4    ,DF5    ,DFC    ,TH Mod ,
   4152,  60246, -56094,   6842,     43,      0,     10,      0,    286,    756,  20655,    135,   1536,
Nr     ,S/N                ,Capacit,U batt ,Temp   ,Techno ,Profile,% init ,U start,U end  ,I end  ,Temp en,Chg Tim,Ah     ,kWh    ,Chg end,Default,SoC                ,DBa                ,CFC    ,Bat Dis,
    238,                   ,    875,     36,     50,       ,OPP    ,     24,   1.99,   2.28,    154,     50,     32,     82,   3.39,Part ch,       ,04/28/2016 04:50:16,04/28/2016 05:22:16,      0,NO     ,
    237,RTK00077421        ,    875,     36,     50,OPP    ,OPP    ,     27,   2.00,   2.28,    154,     50,     24,     59,   2.44,Part ch,       ,04/28/2016 05:29:16,04/28/2016 05:53:16,      0,YES    ,
    236,RTK00077421        ,    875,     36,     50,OPP    ,OPP    ,     27,   2.00,   2.26,    159,     50,      5,      9,   0.36,Part ch,       ,04/28/2016 06:53:16,04/28/2016 06:58:16,      0,YES    ,
    235,RTK00077421        ,    875,     36,     50,OPP    ,OPP    ,     22,   1.99,   2.33,    154,     50,     68,    171,   7.17,Part ch,       ,04/28/2016 07:41:16,04/28/2016 08:49:16,      0,YES    ,
    234,                   ,    875,     36,     50,       ,OPP    ,      5,   1.91,   2.36,    149,     50,    132,    332,  13.87,Part ch,       ,04/28/2016 09:01:16,04/28/2016 11:12:16,      0,NO     ,
    233,RTK00077421        ,    875,     36,     50,OPP    ,OPP    ,     27,   2.00,   2.26,    159,     50,      7,     14,   0.59,Part ch,       ,04/28/2016 11:55:16,04/28/2016 12:02:16,      0,YES    ,
    232,                   ,    875,     36,     50,       ,OPP    ,     70,   2.09,   2.47,     43,     50,    202,    352,  15.68,Full ch,       ,04/28/2016 12:48:16,04/28/2016 17:56:16,      0,NO     ,
    231,                   ,       ,     36,     50,       ,COLD   ,     21,   1.99,   2.40,    154,     50,     94,    235,   9.97,Part ch,       ,04/29/2016 02:41:16,04/29/2016 04:14:16,      0,YES    ,
    230,                   ,    875,     36,     50,       ,OPP    ,     65,   2.08,   2.36,    160,     50,      8,     18,   0.77,Part ch,       ,04/29/2016 04:48:16,04/29/2016 04:55:16,      0,YES    ,
    229,                   ,    875,     36,     50,       ,OPP    ,     50,   2.05,   2.47,     43,     50,    150,    294,  12.97,Full ch,       ,04/29/2016 12:39:16,04/29/2016 19:26:16,      0,NO     ,
    228,RTK00077421        ,    875,     36,     50,OPP    ,OPP    ,     45,   2.03,   2.50,     74,     50,    125,    294,  12.93,Part ch,       ,04/30/2016 04:41:16,04/30/2016 06:46:16,      0,YES    ,
    227,RTK00077421        ,    875,     36,     50,OPP    ,OPP    ,     76,   2.10,   2.47,     44,     50,     41,     55,   2.47,Full ch,       ,04/30/2016 11:50:16,04/30/2016 19:54:16,      0,NO     ,
    226,                   ,       ,     36,     50,       ,COLD   ,     23,   1.99,   2.41,    153,     50,     75,    186,   7.95,Part ch,       ,05/01/2016 23:17:16,05/02/2016 00:32:16,      0,YES    ,
    225,                   ,       ,     36,     50,       ,COLD   ,     29,   2.00,   2.39,    154,     50,     69,    171,   7.26,Part ch,       ,05/02/2016 03:10:16,05/02/2016 04:18:16,      0,YES    ,
    224,                   ,    875,     36,     50,       ,OPP    ,     73,   2.10,   2.39,    160,     50,      5,     11,   0.49,Part ch,       ,05/02/2016 04:54:16,05/02/2016 04:59:16,      0,NO     ,
    223,                   ,    875,     36,     50,       ,OPP    ,      5,   1.93,   2.29,    154,     50,     38,     96,   4.00,Part ch,       ,05/02/2016 05:52:16,05/02/2016 06:29:16,      0,YES    ,
    222,                   ,    875,     36,     50,       ,OPP    ,     29,   2.00,   2.35,    154,     50,     65,    166,   6.99,Part ch,       ,05/02/2016 07:21:16,05/02/2016 08:26:16,      0,YES    ,
    221,                   ,    875,     36,     50,       ,OPP    ,      7,   1.96,   2.49,    102,     50,    151,    369,  16.04,Part ch,       ,05/02/2016 08:59:16,05/02/2016 11:30:16,      0,NO     ,
    220,                   ,    875,     36,     50,       ,OPP    ,     50,   2.05,   2.46,     43,     50,    184,    367,  16.25,Full ch,       ,05/02/2016 14:08:16,05/02/2016 17:56:16,      0,NO     ,
    219,                   ,       ,     36,     50,       ,COLD   ,     21,   1.99,   2.29,    154,     50,     36,     86,   3.59,Part ch,       ,05/03/2016 01:13:16,05/03/2016 01:48:16,      0,YES    ,
    218,                   ,       ,     36,     50,       ,COLD   ,      5,   1.92,   2.27,    159,     50,     40,     77,   3.12,Part ch,DF4    ,05/03/2016 03:44:16,05/03/2016 04:24:16,   4096,YES    ,
    217,                   ,    875,     36,     50,       ,OPP    ,     12,   1.97,   2.33,    154,     50,     50,    127,   5.30,Part ch,       ,05/03/2016 04:41:16,05/03/2016 05:30:16,      0,NO     ,
    216,                   ,    875,     36,     50,       ,OPP    ,     21,   1.99,   2.39,    150,     50,     71,    181,   7.70,Part ch,       ,05/03/2016 06:58:16,05/03/2016 08:08:16,      0,NO     ,
    215,                   ,    875,     36,     50,       ,OPP    ,     36,   2.02,   2.41,    154,     50,     60,    154,   6.60,Part ch,       ,05/03/2016 09:55:16,05/03/2016 10:55:16,      0,NO     ,
    214,                   ,    875,     36,     50,       ,OPP    ,     56,   2.06,   2.47,     43,     50,    193,    328,  14.59,Full ch,       ,05/03/2016 13:37:16,05/03/2016 17:56:16,      0,NO     ,
    213,                   ,       ,     36,     50,       ,COLD   ,     19,   1.98,   2.37,    154,     50,    115,    289,  12.15,Part ch,       ,05/04/2016 03:05:16,05/04/2016 04:59:16,      0,YES    ,
    212,                   ,    875,     36,     50,       ,OPP    ,     36,   2.02,   2.32,    154,     50,     38,     97,   4.08,Part ch,       ,05/04/2016 07:44:16,05/04/2016 08:22:16,      0,YES    ,
    211,                   ,    875,     36,     50,       ,OPP    ,     36,   2.02,   2.37,    155,     50,     65,    166,   7.05,Part ch,       ,05/04/2016 09:16:16,05/04/2016 10:21:16,      0,YES    ,
    210,                   ,    875,     36,     50,       ,OPP    ,     27,   2.00,   2.47,     43,     50,    224,    424,  18.62,Full ch,       ,05/04/2016 13:30:16,05/04/2016 17:57:16,      0,NO     ,
    209,                   ,       ,     36,     50,       ,COLD   ,     27,   2.00,   2.37,    155,     50,    109,    275,  11.58,Part ch,       ,05/05/2016 01:14:16,05/05/2016 03:03:16,      0,YES    ,
    208,                   ,    875,     36,     50,       ,OPP    ,     66,   2.08,   2.38,    160,     50,     12,     30,   1.31,Part ch,       ,05/05/2016 04:47:16,05/05/2016 04:59:16,      0,NO     ,
    207,                   ,    875,     36,     50,       ,OPP    ,     47,   2.04,   2.39,    154,     50,     56,    144,   6.17,Part ch,       ,05/05/2016 07:26:16,05/05/2016 08:23:16,      0,YES    ,
    206,                   ,    875,     36,     50,       ,OPP    ,     50,   2.05,   2.47,     44,     50,    150,    287,  12.75,Full ch,       ,05/05/2016 10:49:16,05/05/2016 17:59:16,      0,NO     ,
    205,                   ,       ,     36,     50,       ,COLD   ,     20,   1.99,   2.38,    154,     50,    107,    270,  11.40,Part ch,       ,05/06/2016 01:28:16,05/06/2016 03:15:16,      0,YES    ,
    204,                   ,    875,     36,     50,       ,OPP    ,     41,   2.03,   2.44,    153,     50,     58,    148,   6.37,Part ch,       ,05/06/2016 04:48:16,05/06/2016 05:45:16,      0,NO     ,
    203,                   ,    875,     36,     50,       ,OPP    ,     46,   2.04,   2.38,    154,     50,     46,    118,   5.06,Part ch,       ,05/06/2016 07:37:16,05/06/2016 08:23:16,      0,YES    ,
    202,                   ,    875,     36,     50,       ,OPP    ,     37,   2.02,   2.31,    159,     50,     13,     31,   1.33,Part ch,       ,05/06/2016 11:46:16,05/06/2016 11:58:16,      0,YES    ,
    201,                   ,    875,     36,     50,       ,OPP    ,     37,   2.02,   2.33,    153,     50,     26,     66,   2.78,Part ch,       ,05/06/2016 12:23:16,05/06/2016 12:49:16,      0,YES    ,
    200,                   ,    875,     36,     50,       ,OPP    ,     34,   2.01,   2.47,     43,     50,    168,    321,  14.13,Full ch,       ,05/06/2016 13:22:16,05/06/2016 19:47:16,      0,NO     ,
    199,                   ,    875,     36,     50,       ,OPP    ,     31,   2.01,   2.36,    155,     50,     62,    160,   6.77,Part ch,       ,05/07/2016 04:49:16,05/07/2016 05:51:16,      0,YES    ,
    198,                   ,    875,     36,     50,       ,OPP    ,     50,   2.05,   2.47,     44,     50,    177,    339,  15.01,Full ch,       ,05/07/2016 09:25:16,05/07/2016 20:02:16,      0,NO     ,
    197,                   ,       ,     36,     50,       ,COLD   ,     82,   2.11,   2.54,     37,     50,    116,    107,   4.78,Full ch,       ,05/07/2016 23:52:16,05/08/2016 01:52:16,      0,NO     ,
    196,                   ,       ,     36,     50,       ,EQUAL  ,     99,   2.44,   2.45,     24,     50,    480,    272,  12.38,Full ch,       ,05/08/2016 01:52:16,05/08/2016 18:05:16,      0,NO     ,
    195,                   ,       ,     36,     50,       ,COLD   ,     15,   1.98,   2.32,    154,     50,     48,    118,   4.93,Part ch,       ,05/09/2016 00:37:16,05/09/2016 01:25:16,      0,YES    ,
    194,                   ,    875,     36,     50,       ,OPP    ,      5,   1.95,   2.35,    155,     50,     87,    224,   9.44,Part ch,       ,05/09/2016 04:46:16,05/09/2016 06:13:16,      0,YES    ,
    193,                   ,    875,     36,     50,       ,OPP    ,     45,   2.03,   2.34,    155,     50,     38,     96,   4.06,Part ch,       ,05/09/2016 07:50:16,05/09/2016 08:27:16,      0,YES    ,
    192,                   ,    875,     36,     50,       ,OPP    ,     48,   2.04,   2.40,    155,     50,     65,    166,   7.08,Part ch,       ,05/09/2016 09:11:16,05/09/2016 10:16:16,      0,YES    ,
    191,                   ,    875,     36,     50,       ,OPP    ,     60,   2.07,   2.47,     44,     50,    100,    188,   8.32,Full ch,       ,05/09/2016 13:23:16,05/09/2016 17:57:16,      0,NO     ,
    190,                   ,       ,     36,     50,       ,COLD   ,     15,   1.98,   2.31,    154,     50,     45,    109,   4.54,Part ch,       ,05/10/2016 01:19:16,05/10/2016 02:04:16,      0,YES    ,
