Type               ,Version            ,S/N                ,Region             ,
LT24V160A          ,P3.4               ,PI504429           ,US                 ,
Bat cap,Temp   ,Profile,Del chg,Cond ch,I float,V float,I equal,Time eq,Del eql,Period ,Length ,Section,T elect,
    600,     68,OPP    ,      0,      0,    5.0,  2.250,    5.0,      4,      0,     64,    4.0,     25,     60,
Charge ,Part ch,Full ch,Equal  ,DF1    ,DF2    ,DF3    ,TH     ,DF7    ,DF4    ,DF5    ,DFC    ,TH Mod ,
   3431,  58813, -55382,   5845,     20,      0,     19,      0,    272,    309,  20323,    170,   2421,
Nr     ,S/N                ,Capacit,U batt ,Temp   ,Techno ,Profile,% init ,U start,U end  ,I end  ,Temp en,Chg Tim,Ah     ,kWh    ,Chg end,Default,SoC                ,DBa                ,CFC    ,
     71,                   ,    600,     24,     69,       ,OPP    ,     66,   2.08,   2.43,     57,     69,     12,     14,   0.43,Full ch,       ,04/06/2022 08:11:00,04/06/2022 08:24:00,      0,
     70,                   ,    600,     24,     69,       ,OPP    ,     50,   2.04,   2.36,     78,     69,     24,     31,   0.89,Part ch,       ,04/06/2022 10:18:00,04/06/2022 10:43:00,      0,
     69,                   ,    600,     24,     69,       ,OPP    ,     29,   2.00,   3.97,      0,     69,     20,     25,   0.68,Full ch,       ,04/06/2022 17:08:00,04/06/2022 17:28:00,  16384,
     68,                   ,    600,     24,     69,       ,OPP    ,      5,   1.94,   2.43,     30,     69,    276,    328,   9.25,Full ch,DF4    ,04/06/2022 22:00:00,04/07/2022 07:08:00,   4096,
     67,                   ,    600,     24,     69,       ,OPP    ,     64,   2.08,   2.43,     50,     69,     14,     17,   0.49,Part ch,       ,04/07/2022 08:03:00,04/07/2022 08:18:00,      0,
     66,                   ,    600,     24,     69,       ,OPP    ,     43,   2.03,   2.39,     79,     69,     29,     39,   1.13,Part ch,       ,04/07/2022 19:37:00,04/07/2022 20:07:00,      0,
     65,                   ,    600,     24,     69,       ,OPP    ,     50,   2.04,   2.43,     68,     69,     39,     51,   1.49,Part ch,       ,04/07/2022 21:55:00,04/07/2022 22:35:00,      0,
     64,                   ,    600,     24,     69,       ,OPP    ,     41,   2.03,   2.43,     30,     69,     97,    103,   3.00,Full ch,       ,04/08/2022 03:00:00,04/08/2022 10:20:00,      0,
     63,                   ,    600,     24,     69,       ,OPP    ,     85,   2.12,   2.43,     35,     69,      2,      1,   0.04,Full ch,       ,04/08/2022 10:21:00,04/08/2022 10:44:00,      0,
     62,                   ,    600,     24,     69,       ,OPP    ,     35,   2.01,   2.27,     79,     69,     38,     50,   1.38,Part ch,       ,04/08/2022 13:17:00,04/08/2022 13:55:00,      0,
     61,                   ,    600,     24,     68,       ,OPP    ,     44,   2.03,   2.44,     30,     68,     93,    162,   4.81,Full ch,       ,04/18/2022 23:47:00,04/19/2022 05:12:00,      0,
     60,                   ,    600,     24,     68,       ,OPP    ,     55,   2.06,   2.44,     74,     68,     13,     25,   0.76,Part ch,       ,04/19/2022 05:56:00,04/19/2022 06:10:00,      0,
     59,                   ,    600,     24,     68,       ,OPP    ,     46,   2.04,   2.43,    132,     68,     21,     52,   1.53,Part ch,       ,04/19/2022 08:20:00,04/19/2022 08:41:00,      0,
     58,                   ,    600,     24,     68,       ,OPP    ,     37,   2.02,   2.44,     31,     68,     90,    144,   4.24,Part ch,       ,04/19/2022 10:53:00,04/19/2022 12:24:00,      0,
     57,                   ,    600,     24,     68,       ,OPP    ,     71,   2.09,   2.43,     30,     68,     26,     23,   0.70,Full ch,       ,04/19/2022 14:14:00,04/19/2022 14:47:00,      0,
     56,                   ,    600,     24,     68,       ,OPP    ,     28,   2.00,   2.43,     30,     68,     80,    131,   3.92,Full ch,       ,04/19/2022 23:06:00,04/20/2022 05:35:00,      0,
     55,                   ,    600,     24,     68,       ,OPP    ,     50,   2.05,   2.43,     62,     68,     15,     27,   0.82,Part ch,       ,04/20/2022 06:01:00,04/20/2022 06:17:00,      0,
     54,                   ,    600,     24,     68,       ,OPP    ,     38,   2.02,   2.43,     30,     68,    101,    178,   5.29,Full ch,       ,04/20/2022 14:45:00,04/20/2022 18:41:00,      0,
     53,                   ,    600,     24,     68,       ,OPP    ,     46,   2.03,   2.43,     30,     68,     85,    145,   4.29,Full ch,       ,04/20/2022 23:42:00,04/21/2022 05:10:00,      0,
     52,                   ,    600,     24,     68,       ,OPP    ,     50,   2.05,   2.43,     30,     68,     67,    109,   3.24,Full ch,       ,04/21/2022 13:33:00,04/21/2022 17:54:00,      0,
     51,                   ,    600,     24,     68,       ,OPP    ,     61,   2.07,   2.43,     30,     68,     39,     50,   1.50,Full ch,       ,04/22/2022 00:43:00,04/22/2022 05:11:00,      0,
     50,                   ,    600,     24,     68,       ,OPP    ,     65,   2.08,   2.43,     32,     68,     23,     27,   0.81,Full ch,       ,04/22/2022 07:07:00,04/22/2022 07:31:00,      0,
     49,                   ,    600,     24,     68,       ,OPP    ,     50,   2.05,   2.43,     30,     68,     48,     64,   1.91,Full ch,       ,04/22/2022 23:36:00,04/25/2022 05:15:00,      0,
     48,                   ,    600,     24,     68,       ,OPP    ,     44,   2.03,   2.37,    150,     68,     23,     59,   1.73,Part ch,       ,04/25/2022 14:40:00,04/25/2022 15:04:00,      0,
     47,                   ,    600,     24,     68,       ,OPP    ,     29,   2.00,   2.43,     30,     68,     79,    122,   3.65,Full ch,       ,04/26/2022 00:33:00,04/26/2022 06:34:00,      0,
     46,                   ,    600,     24,     68,       ,OPP    ,     33,   2.01,   2.38,    150,     68,     38,     96,   2.80,Part ch,       ,04/26/2022 11:16:00,04/26/2022 11:55:00,      0,
     45,                   ,    600,     24,     68,       ,OPP    ,     29,   2.00,   2.43,     30,     68,    124,    229,   6.77,Full ch,       ,04/26/2022 16:53:00,04/26/2022 20:14:00,      0,
     44,                   ,    600,     24,     68,       ,OPP    ,      5,   1.95,   3.43,      0,     68,     87,    216,   6.22,Full ch,DF4    ,04/26/2022 20:14:00,04/26/2022 21:42:00,  20480,
     43,                   ,    600,     24,     68,       ,OPP    ,     41,   2.03,   2.44,     30,     68,     64,     94,   2.81,Full ch,       ,04/26/2022 23:53:00,04/27/2022 05:13:00,      0,
     42,                   ,    600,     24,     68,       ,OPP    ,     34,   2.01,   3.55,      0,     68,     48,    118,   3.43,Full ch,       ,04/27/2022 11:07:00,04/27/2022 11:56:00,  16384,
     41,                   ,    600,     24,     68,       ,OPP    ,     35,   2.01,   2.44,     30,     68,    117,    212,   6.27,Full ch,       ,04/27/2022 14:58:00,04/27/2022 19:27:00,      0,
     40,                   ,    600,     24,     68,       ,OPP    ,     36,   2.02,   2.44,     62,     68,     37,     76,   2.27,Full ch,       ,04/27/2022 21:05:00,04/27/2022 21:43:00,      0,
     39,                   ,    600,     24,     68,       ,OPP    ,     80,   2.11,   2.43,     30,     68,     20,     15,   0.45,Full ch,       ,04/27/2022 22:10:00,04/28/2022 05:13:00,      0,
     38,                   ,    600,     24,     68,       ,OPP    ,     75,   2.10,   2.43,     30,     68,     24,     23,   0.71,Full ch,       ,04/28/2022 05:14:00,04/28/2022 05:46:00,      0,
     37,                   ,    600,     24,     68,       ,OPP    ,      5,   1.93,   2.43,     57,     68,    140,    304,   8.92,Part ch,DF4    ,04/28/2022 08:29:00,04/28/2022 10:50:00,   4096,
     36,                   ,    600,     24,     68,       ,OPP    ,     57,   2.06,   2.44,     30,     68,     72,    100,   2.97,Full ch,       ,04/28/2022 14:27:00,04/28/2022 21:12:00,      0,
     35,                   ,    600,     24,     68,       ,OPP    ,     35,   2.01,   2.43,     30,     68,     63,    102,   3.06,Full ch,       ,04/28/2022 21:12:00,04/28/2022 23:46:00,      0,
     34,                   ,    600,     24,     68,       ,OPP    ,     56,   2.06,   2.43,     30,     68,     52,     84,   2.51,Full ch,       ,04/28/2022 23:46:00,04/29/2022 05:11:00,      0,
     33,                   ,    600,     24,     68,       ,OPP    ,     82,   2.11,   2.44,     33,     68,      2,      1,   0.05,Full ch,       ,04/29/2022 05:11:00,04/29/2022 07:47:00,      0,
     32,                   ,    600,     24,     68,       ,OPP    ,     50,   2.05,   2.43,     30,     68,     19,     24,   0.72,Full ch,       ,04/29/2022 08:14:00,04/29/2022 10:37:00,      0,
     31,                   ,    600,     24,     68,       ,OPP    ,     49,   2.04,   2.44,     57,     68,     25,     47,   1.40,Part ch,       ,04/29/2022 17:36:00,04/29/2022 18:02:00,      0,
     30,                   ,    600,     24,     68,       ,OPP    ,     28,   2.00,   2.43,     30,     68,     75,    120,   3.58,Full ch,       ,04/29/2022 22:52:00,04/30/2022 16:59:00,      0,
     29,                   ,    600,     24,     68,       ,OPP    ,     77,   2.10,   2.43,     40,     68,      1,      1,   0.04,Full ch,       ,04/30/2022 17:00:00,04/30/2022 19:36:00,      0,
     28,                   ,    600,     24,     68,       ,OPP    ,     30,   2.00,   2.43,     30,     68,    136,    217,   6.45,Full ch,       ,04/30/2022 19:36:00,05/02/2022 05:11:00,      0,
     27,                   ,    600,     24,     68,       ,OPP    ,     70,   2.09,   2.44,     39,     68,      1,      1,   0.04,Full ch,       ,05/02/2022 05:11:00,05/02/2022 05:18:00,      0,
     26,                   ,    600,     24,     68,       ,OPP    ,     48,   2.04,   2.43,     30,     68,     59,     95,   2.86,Full ch,       ,05/02/2022 09:02:00,05/02/2022 14:34:00,      0,
     25,                   ,    600,     24,     68,       ,OPP    ,      5,   1.95,   2.25,    150,     68,     16,     39,   1.12,Part ch,DF4    ,05/02/2022 14:34:00,05/02/2022 14:50:00,   4096,
     24,                   ,    600,     24,     68,       ,OPP    ,     22,   1.99,   2.44,    135,     68,     89,    222,   6.47,Part ch,       ,05/02/2022 18:36:00,05/02/2022 20:06:00,      0,
     23,                   ,    600,     24,     68,       ,OPP    ,     40,   2.02,   2.44,     30,     68,     63,     99,   2.95,Full ch,       ,05/03/2022 11:02:00,05/03/2022 12:45:00,      0,
     22,                   ,    600,     24,     68,       ,OPP    ,     13,   1.97,   2.27,    150,     68,     17,     42,   1.19,Part ch,       ,05/03/2022 15:01:00,05/03/2022 15:18:00,      0,
     21,                   ,    600,     24,     68,       ,OPP    ,     14,   1.98,   2.30,    150,     68,     12,     32,   0.91,Part ch,       ,05/03/2022 17:09:00,05/03/2022 17:22:00,      0,
     20,                   ,    600,     24,     68,       ,OPP    ,     14,   1.98,   2.37,    150,     68,     67,    167,   4.80,Part ch,       ,05/03/2022 17:23:00,05/03/2022 18:30:00,      0,
     19,                   ,    600,     24,     68,       ,OPP    ,     33,   2.01,   2.43,     30,     68,     69,    110,   3.28,Full ch,       ,05/03/2022 18:31:00,05/03/2022 21:08:00,      0,
     18,                   ,    600,     24,     68,       ,OPP    ,      6,   1.96,   2.34,    150,     68,     30,     76,   2.19,Part ch,DF4    ,05/03/2022 23:50:00,05/04/2022 00:20:00,   4096,
     17,                   ,    600,     24,     68,       ,OPP    ,     49,   2.04,   2.43,     30,     68,     55,     84,   2.50,Full ch,       ,05/04/2022 00:20:00,05/04/2022 05:32:00,      0,
     16,                   ,    600,     24,     68,       ,OPP    ,      5,   1.94,   2.43,    141,     68,     83,    207,   6.03,Part ch,DF4    ,05/04/2022 06:37:00,05/04/2022 08:00:00,   4096,
     15,                   ,    600,     24,     68,       ,OPP    ,     51,   2.05,   2.28,    156,     68,     27,     59,   1.75,Full ch,DF7    ,05/04/2022 08:33:00,05/04/2022 09:30:00,    256,
     14,                   ,    600,     24,     68,       ,OPP    ,     84,   2.12,   2.43,     30,     68,     21,     17,   0.51,Full ch,       ,05/04/2022 09:30:00,05/04/2022 10:41:00,      0,
     13,                   ,    600,     24,     68,       ,OPP    ,     28,   2.00,   2.33,    150,     68,     37,     92,   2.64,Part ch,       ,05/04/2022 11:13:00,05/04/2022 11:50:00,      0,
     12,                   ,    600,     24,     68,       ,OPP    ,     11,   1.97,   1.97,      0,     68,      0,      1,   0.02,Part ch,       ,05/04/2022 12:16:00,05/04/2022 12:16:00,      0,
     11,                   ,    600,     24,     68,       ,OPP    ,     38,   2.02,   2.29,    150,     68,     27,     68,   1.91,Part ch,       ,05/04/2022 12:17:00,05/04/2022 12:44:00,      0,
     10,                   ,    600,     24,     68,       ,OPP    ,     51,   2.05,   2.27,    150,     68,      4,     11,   0.32,Part ch,       ,05/04/2022 12:53:00,05/04/2022 12:58:00,      0,
      9,                   ,    600,     24,     68,       ,OPP    ,     16,   1.98,   2.21,    150,     68,      6,     16,   0.45,Part ch,       ,05/04/2022 14:36:00,05/04/2022 14:43:00,      0,
      8,                   ,    600,     24,     68,       ,OPP    ,      5,   1.96,   2.43,    116,     68,     93,    227,   6.60,Part ch,DF4    ,05/04/2022 17:28:00,05/04/2022 19:02:00,   4096,
      7,                   ,    600,     24,     68,       ,OPP    ,     28,   2.00,   2.43,     30,     68,     67,    112,   3.34,Full ch,       ,05/04/2022 19:13:00,05/05/2022 06:31:00,      0,
      6,                   ,    600,     24,     68,       ,OPP    ,     30,   2.00,   2.43,     50,     68,     47,     95,   2.82,Part ch,       ,05/05/2022 08:35:00,05/05/2022 09:23:00,      0,
      5,                   ,    600,     24,     68,       ,OPP    ,     16,   1.98,   2.35,    150,     68,     40,    100,   2.87,Part ch,       ,05/05/2022 10:52:00,05/05/2022 11:33:00,      0,
      4,                   ,    600,     24,     68,       ,OPP    ,     28,   2.00,   2.43,    124,     68,     55,    135,   3.96,Part ch,       ,05/05/2022 14:31:00,05/05/2022 15:26:00,      0,
      3,                   ,    600,     24,     68,       ,OPP    ,     81,   2.11,   2.44,     30,     68,     98,    106,   3.16,Full ch,       ,05/05/2022 15:32:00,05/05/2022 21:36:00,      0,
      2,                   ,    600,     24,     68,       ,OPP    ,      9,   1.97,   2.43,     30,     68,    172,    297,   8.68,Full ch,DF4    ,05/05/2022 23:39:00,05/06/2022 05:15:00,   4096,
      1,                   ,    600,     24,     68,       ,OPP    ,     50,   2.05,   2.44,     34,     68,     25,     33,   0.99,Full ch,       ,05/06/2022 08:40:00,05/06/2022 09:06:00,      0,
